timestamp,value
0,885.2725654538466
1,891.2464333327164
2,890.8133213828045
3,888.8918279347964
4,862.610305922295
5,845.8857131788733
6,860.4571441684727
7,878.6123594153939
8,896.4481520645166
9,921.5796924711369
10,898.7127721995324
11,932.1706052163698
12,881.4729488747173
13,898.0692296785782
14,901.8087895182115
15,879.3593087378626
16,841.2221116379176
17,822.755180525343
18,839.8004789103733
19,801.7599556952885
20,817.9814191989649
21,803.8640031891559
22,869.7733507209134
23,840.6520354463962
24,876.0343525575198
25,864.9752602497333
26,893.3764570062863
27,909.0402988927896
28,894.4905943123405
29,899.3913998387922
30,905.297911433187
31,914.8704206999464
32,927.8635318898167
33,918.1922232606776
34,931.8598776421344
35,934.4540120606266
36,934.5324567428377
37,943.8563340899997
38,939.0346822903224
39,928.4682066720978
40,955.8861409571681
41,966.3405533720061
42,955.8661317428549
43,942.6400521163481
44,943.294224226407
45,931.052056005779
46,960.0252495208658
47,971.1383074352506
48,964.9633490136229
49,929.7941711153504
50,947.6864051268889
51,940.65832183925
52,932.0434524803067
53,950.0297591443353
54,925.1799552104926
55,923.5439430387651
56,935.1533112693022
57,968.364920690183
58,953.6122283858429
59,964.3757319154496
60,954.3790819596064
61,968.5063763946785
62,932.0217247053721
63,959.2386665054044
64,944.9194319986276
65,929.9383443985296
66,959.5949522868957
67,915.2542333636305
68,941.8597567903528
69,965.7062014527419
70,980.7683422152902
71,991.5518195153566
72,998.7127095219101
73,1024.965674627171
74,1039.2719708332318
75,1015.627295571977
76,1007.6329466248244
77,1006.9128471787645
78,1014.783213264426
79,1038.000010504889
80,1047.3656907963634
81,1024.0697740060848
82,1015.800797987247
83,997.6057969569151
84,970.1651999952693
85,977.1831814216948
86,965.0120938290039
87,956.0756857998738
88,970.6846864796804
89,973.970802727074
90,933.9524989570649
91,952.6122084519819
92,950.0335439907686
93,975.644658317691
94,970.7501801656813
95,926.2640740689286
96,957.8486777028795
97,930.4215264402717
98,880.6673935390774
99,929.1373617286571
100,902.4376404932542
101,935.9545425062087
102,883.3965433611966
103,888.2811651554347
104,886.8588300254845
105,878.2645658400893
106,881.5409698030966
107,923.9546068389411
108,943.4082830124236
109,908.2778668281658
110,849.1872916514928
111,873.9069614564271
112,851.9695080127044
113,872.071637497574
114,878.4453478101343
115,887.2428451452789
116,918.9072858916105
117,941.9638709877909
118,972.0707757728375
119,1003.0751712627429
120,968.0696252266434
121,981.8528971372708
122,934.9209893050706
123,918.446609078069
124,891.2730313480656
125,855.5630292052881
126,826.4308256613879
127,861.1510624332467
128,792.1349154309777
129,836.209212359766
130,840.3003266837637
131,891.018096440856
132,847.5775982031415
133,854.4332434909054
134,862.6545667430846
135,845.7831040214917
136,822.249900328573
137,818.8255461986647
138,854.0961958365092
139,854.3899764574732
140,877.0199539237184
141,872.5510050395474
142,877.7129330653635
143,854.6184917087725
144,853.4126713351585
145,828.2656923360951
146,866.0219155141975
147,840.2174090621456
148,839.4896400803136
149,838.5597561521724
150,829.3574824488809
151,828.5057556499927
152,821.1878795905337
153,854.2821613203649
154,828.8590361832249
155,797.5816216869022
156,808.7016608590798
157,784.0062095987587
158,783.8555595284637
159,805.7804135602405
160,784.1401202334065
161,750.7687089487306
162,902.2616164854562
163,891.3502855113692
164,888.4054692715633
165,871.0916744416824
166,863.3363764920437
167,851.9820137037489
168,862.6379849137475
169,885.403118334574
170,915.9921965472262
171,899.9020611320802
172,905.4138447481512
173,905.6230504386447
174,892.3248040782502
175,889.6227649845478
176,887.7226741736572
177,879.7892699597861
178,846.4319975394496
179,827.4197780024471
180,863.9603448928146
181,817.5825600562322
182,824.4454359261138
183,806.6763280308186
184,861.8801922182084
185,846.4836401223293
186,885.3081034953778
187,875.6898401094585
188,884.2732001892801
189,914.3920163472119
190,914.1085732772225
191,892.0301989145555
192,899.0897023727214
193,895.9444407676376
194,902.4725903003875
195,906.3075245779552
196,931.2239769427242
197,948.6163822803729
198,937.374824822606
199,950.218578905871
200,939.8942922228539
201,948.1152090195691
202,955.7100902041127
203,981.9505608082713
204,961.4395544728478
205,958.5520171071175
206,948.1369711675709
207,923.2297931608864
208,946.5675734999949
209,970.7875828676417
210,970.5189137154773
211,913.6987468545035
212,957.6187960334404
213,957.7910892682967
214,931.817635448025
215,938.4493923172406
216,911.250211194691
217,911.247334065619
218,920.7153725349458
219,961.834513221003
220,964.8364178531418
221,970.8343495663133
222,960.2799932056504
223,958.9117426777258
224,951.0276163079167
225,932.3362473328763
226,928.7078101429621
227,955.7523677855569
228,946.8994844547674
229,952.772887519641
230,930.2366991563142
231,948.9655428523072
232,991.1922149188214
233,986.3048216475602
234,1007.1801886530614
235,1029.43490947797
236,1028.1798406689868
237,1024.7177037079734
238,1028.6259215314944
239,1021.938902660258
240,1020.3293119326576
241,1049.5800221005861
242,903.3471450765711
243,890.9832688312732
244,892.4113304283167
245,857.2919765450551
246,903.6483847322545
247,918.8874984810685
248,876.8467009464108
249,947.7763564422573
250,930.1377528485574
251,946.7488324358329
252,866.6999112576153
253,931.175258648175
254,845.9694538344739
255,855.4440304650851
256,959.7299648948181
257,937.2147392750562
258,851.7538441499781
259,954.672025581014
260,936.931292104199
261,911.0840136196763
262,910.4343561453777
263,914.4683364413293
264,904.674266034634
265,873.4114858023042
266,913.5961723981721
267,855.6430247384775
268,893.7392988911918
269,913.6694767616916
270,933.0118473915653
271,906.3909536200019
272,858.9175101371779
273,872.1011265845348
274,888.1708131085999
275,886.6502587160703
276,883.8516007521296
277,882.8013051817783
278,933.3326869141702
279,937.76895800882
280,972.2623732254707
281,978.2778751877507
282,969.865727943035
283,991.1725389672315
284,929.7880998269541
285,903.2847426775313
286,896.6608241505958
287,848.694234618374
288,826.6144343595678
289,825.0063059936579
290,813.8175311254571
291,821.4290012503002
292,844.903249523049
293,899.7821138132946
294,847.490385419997
295,855.0631980843183
296,834.1911169410944
297,832.8326418974314
298,829.6471808977373
299,817.1147027642805
300,835.8192468280508
301,852.2590295811456
302,887.2547946753373
303,908.3211269904912
304,886.5487500808581
305,852.8918194743911
306,859.7049675032564
307,849.0945287109311
308,859.6061194456715
309,827.9363612442003
310,853.5598282447519
311,834.6287537173255
312,816.6776621924687
313,800.5663699060227
314,797.2512623967614
315,860.4253933178568
316,842.5312339372111
317,798.7496744422626
318,816.5478180834675
319,802.2044091822789
320,799.3395126130685
321,777.5075934201516
322,789.2757992203245
323,761.871300375546
324,892.9718422549569
325,908.4114224889342
326,904.506882641483
327,882.8390258821161
328,844.3541049431299
329,839.4926835590818
330,873.1446917533771
331,883.2703435812058
332,895.289104993346
333,915.2511330892751
334,930.4050589609349
335,908.15727261716
336,896.0651453378866
337,887.392512785868
338,881.6131597672792
339,874.0363807606807
340,843.4208412908
341,833.7530175414731
342,845.4287742902891
343,829.6437330227108
344,810.6446100936832
345,841.7784915516154
346,853.0118176422225
347,856.0508959013904
348,880.8740390335703
349,873.9963894837465
350,893.0819988749878
351,912.5278632865374
352,907.311718237436
353,887.8748249496325
354,907.0133078139776
355,904.4719834174663
356,906.2561501729435
357,912.6469168814241
358,923.9002476379272
359,935.2098454973274
360,946.4411940299419
361,955.6533996174344
362,948.162244058684
363,950.538345013895
364,961.8368326227107
365,979.8259395721541
366,977.3602377501661
367,962.0952306991554
368,937.8586623766258
369,941.9240709660596
370,972.1005284045997
371,971.9156936976796
372,947.7795465270241
373,921.598290868347
374,934.1857588406009
375,937.9869565685444
376,918.0538997935035
377,951.9869586008903
378,933.5035514042661
379,928.2645700212845
380,907.8098865418766
381,945.9523236527891
382,958.9545039495476
383,949.1161535219147
384,959.7667789023648
385,991.1842309537727
386,970.4698034723999
387,940.7749764435168
388,940.078947742595
389,958.3672022101973
390,957.1365263073578
391,934.1725451694845
392,933.2925235991502
393,953.9637609132667
394,985.968381702696
395,1013.7254725754702
396,1000.6194871971023
397,1037.0215368937975
398,1013.0697723566531
399,1028.0882493658505
400,1040.9537128625977
401,996.873196448325
402,1017.4216487460966
403,1056.4125964284126
404,1045.658858371409
405,1040.6938533503123
406,1003.4616362863786
407,971.4674476712107
408,978.8158563808513
409,978.7027780014336
410,964.9402022150591
411,958.8156062324833
412,963.0061583976284
413,944.8012829811997
414,913.9280381179675
415,967.5431957277767
416,910.0385631571969
417,974.4954514999667
418,979.4054383834539
419,930.9509186789161
420,945.9400942772807
421,920.9484102858236
422,894.5535714589921
423,936.678488103274
424,907.2890468438958
425,925.0122626098989
426,895.0848183239316
427,877.5510339737942
428,891.7992631388801
429,866.7953508891394
430,875.7995993310698
431,908.1964316675028
432,940.4756852763234
433,909.7633588069034
434,827.590933195818
435,879.5720610095055
436,866.3266866277351
437,886.1720555449433
438,918.3387039415146
439,879.6248017358247
440,933.5845983864192
441,939.4432536295327
442,968.2882187135665
443,975.3504456329119
444,970.68804772565
445,966.2407867886897
446,939.5255293064639
447,913.0286043813883
448,889.4783096903401
449,863.7485125136631
450,832.833329842153
451,846.9065535432053
452,813.8243478340224
453,811.6295727590655
454,865.4024315050051
455,879.3676954020927
456,837.5094195737394
457,861.6895277629266
458,845.1888559259647
459,834.4586537815297
460,805.0284480961285
461,805.6501759793524
462,858.4424240531025
463,847.299521507279
464,868.9262993059178
465,874.4650924825779
466,866.7340397766961
467,859.8698866734389
468,851.8807419868473
469,840.1310140272655
470,848.5368917217771
471,836.807617035216
472,872.589830153488
473,842.7617028727219
474,828.3106624967797
475,806.1385024426785
476,812.9027314732265
477,854.4027760722082
478,856.7917529823791
479,817.8018708159374
480,809.5134829398144
481,796.7829464762441
482,789.821750952234
483,811.2538280541695
484,789.7682191632013
485,743.9184668826201
486,896.6931231151095
487,891.3440143132054
488,877.2619756888123
489,894.2719774387413
490,864.5220538053593
491,854.2729863835102
492,842.0831072570109
493,878.9452842436592
494,905.7096242176054
495,916.2931081485992
496,911.8970883262093
497,911.382643686337
498,899.3367870923828
499,908.9650390647314
500,887.226218589807
501,864.9211084023328
502,845.8682374708397
503,834.2113071448115
504,824.6609299822854
505,807.0984531410586
506,803.7985370129155
507,824.40898984921
508,854.8593133759948
509,841.5573851566996
510,875.9417261729583
511,874.7062370884439
512,889.2754681260617
513,912.2499943621652
514,885.9536638785492
515,914.0500903384312
516,921.8351404683805
517,916.3304922228459
518,923.7079453835175
519,914.2107968156419
520,920.5436815079981
521,935.9158020427221
522,942.7242976825215
523,932.6500282050421
524,931.8588033221814
525,958.3927170615109
526,970.3134769887401
527,975.2795372364462
528,963.1183132481839
529,965.9681992202399
530,948.2737716107499
531,937.5917874086061
532,963.157443892691
533,969.3588830545318
534,954.7370338152199
535,934.4466803166921
536,956.9935823156752
537,929.9032705477734
538,936.5092015191448
539,936.8925755273324
540,942.489298606511
541,920.0872962324725
542,937.0424767603716
543,965.4496557901464
544,945.593569525998
545,963.4260988856668
546,967.0475161424092
547,982.623867039601
548,963.0294123438229
549,950.1228444773886
550,931.667043649936
551,960.2273967463273
552,929.8037892874751
553,929.1080303078444
554,933.4591685180138
555,933.5627030746676
556,976.3773030741028
557,1010.0298666735276
558,1006.1854363072889
559,1049.9785477337546
560,1003.6953160728324
561,1041.502108183196
562,1052.5460488899091
563,1003.1033837334578
564,1034.6924607180636
565,1046.8680170674916
566,1046.1087435479074
567,1043.8678424510147
568,1000.1812759487393
569,982.3909698465445
570,972.6997401232575
571,974.6851245328725
572,968.4516549819448
573,955.7704049810276
574,971.2386579958086
575,957.3142932199032
576,922.6736708087831
577,959.8138485286543
578,925.6297042860996
579,959.8001853860078
580,968.7120221890464
581,927.1434475640127
582,954.1944929019338
583,936.1072435996639
584,901.5126916251279
585,922.4844548935458
586,908.9263262713456
587,924.865659575538
588,880.6237237788885
589,875.6394979450828
590,894.9962796007459
591,858.4157215347318
592,880.4655560809942
593,918.3705560759136
594,925.5078483521916
595,898.2108349463377
596,873.0452909458925
597,876.9916456594436
598,873.9188232583522
599,893.9332152339
600,900.7844441394928
601,888.747669575065
602,919.9134404241664
603,938.4803701511553
604,981.4455173830185
605,971.2440369501526
606,963.5285778783243
607,993.7920071734507
608,948.5281837547976
609,906.613093626244
610,893.186585633747
611,853.1203777867377
612,811.0906950863656
613,844.5932544974805
614,807.2072909413621
615,800.4036188749495
616,831.4005583428151
617,875.8291245533766
618,849.8436066222664
619,857.4339048525512
620,862.1455195015463
621,854.4918973718856
622,824.0535004155199
623,842.1385622306599
624,864.7716442125121
625,844.5131237895505
626,876.1883130717371
627,888.6100385463658
628,867.8956249392321
629,842.0531204843144
630,839.2705525706251
631,854.2876487377041
632,863.0303371658998
633,843.6839573089611
634,856.6066611195691
635,852.5443774701373
636,812.6919890609021
637,812.1245922700873
638,803.251887947804
639,845.2972194905086
640,835.1288424826126
641,816.7755026892838
642,779.7986482455807
643,791.3639154924355
644,779.4966271639502
645,785.0099353238729
646,785.3463612777362
647,761.4625947752369
648,891.5838836660378
649,909.5301240190146
650,892.620131801529
651,894.4922707580322
652,842.3433567515387
653,861.955733727522
654,854.7186773375446
655,888.6231309951163
656,890.2043406863471
657,913.6557750375556
658,920.2367753323065
659,896.7082108373966
660,896.9635968780498
661,891.5880369083596
662,902.9052387222703
663,871.4921469744709
664,853.3469335805559
665,825.3378417557117
666,820.4439782038486
667,827.4951831938795
668,800.8999169889146
669,811.1031878523594
670,855.2946406934503
671,855.1118959204135
672,868.8074232503508
673,891.0139905460417
674,881.113317960708
675,907.4859944155451
676,901.895670418145
677,910.9967680683043
678,906.1223954363701
679,913.4923608534679
680,934.2261721333258
681,913.4017669213437
682,922.0902728345742
683,944.5417263395728
684,940.9488565976526
685,941.7224887818787
686,953.8707034999102
687,943.913659891007
688,955.8876857332732
689,978.8054877841174
690,967.7542462798441
691,958.1228583939413
692,921.9069067609589
693,944.5338517426154
694,975.1354595162677
695,971.7088115082657
696,945.170545965606
697,924.3861841740853
698,939.7476117191142
699,946.4600866762942
700,919.9145898082546
701,939.9329585964585
702,926.3768785122079
703,898.7167724394785
704,927.7593617432459
705,952.4872041927027
706,969.4562310260118
707,954.1715123964591
708,967.8746786886619
709,963.1486932082039
710,971.2874565408652
711,951.835714897846
712,942.6135198216894
713,964.6370891908967
714,939.2345300500841
715,926.0139007366406
716,936.3699106486802
717,954.1020381649453
718,997.2074032101016
719,1004.858544362519
720,998.3850665572381
721,1016.2271587318592
722,1008.734845536607
723,1022.8817436759294
724,1049.8935954009971
725,998.1967284026482
726,1003.6687527396969
727,1041.4495680431246
728,1051.0133124273493
729,1030.9441458594042
730,1004.1534068963906
731,982.3362835661394
732,970.4959384542123
733,985.8315484662578
734,973.067584495831
735,973.52431182255
736,994.1407509505456
737,962.7033481711808
738,924.3102872341642
739,937.6822438562368
740,929.6179711120526
741,954.8626911333113
742,957.0414460202203
743,915.9775232987953
744,950.0608052224708
745,928.8436407540883
746,884.3819843583452
747,942.7102355800151
748,884.6820700084405
749,916.6657767247315
750,911.8813126192458
751,883.6578371942062
752,888.0165139705913
753,875.2116797131357
754,886.6567566780292
755,899.2156268141863
756,936.3257821194059
757,903.710978281695
758,848.1133995777296
759,879.891189816232
760,873.2491244718104
761,886.1518859005678
762,890.3763494363542
763,880.2273588726374
764,921.8310932256261
765,965.5896041833051
766,984.5089876528252
767,986.875040884458
768,957.0352327275353
769,981.2247060740073
770,922.6569356416379
771,918.872373018495
772,890.8639401438451
773,862.9334590665835
774,812.7608564003457
775,832.2759882075359
776,814.1535378621365
777,826.9925472166071
778,859.1651483409469
779,894.4888983591125
780,848.0307747222377
781,842.1020306341577
782,876.2870595739885
783,838.1609047218778
784,816.4350351573511
785,824.3626139190087
786,854.772178742629
787,842.4981084096723
788,877.0468942518991
789,884.3400509919643
790,891.9169852451533
791,861.8779422843003
792,848.9470450613367
793,844.3135135230814
794,866.9896929014426
795,834.0159692044354
796,847.4889524092634
797,862.5264700495926
798,820.3619035819245
799,810.8673608474668
800,809.3149844644491
801,835.8138829095899
802,848.6949974204468
803,809.612405456582
804,798.4580995731548
805,784.9477970825448
806,802.740107145462
807,775.0069936460346
808,781.3615266603659
809,765.8006712391347
810,877.0768831052424
811,925.5938092119663
812,896.9446487784264
813,872.8601274441738
814,859.1001717925172
815,865.6794503478984
816,851.8994804989314
817,883.9557320418933
818,917.7847744708782
819,907.330003064807
820,905.1744993679175
